uid,anime_uid,Mean_score
3518,1559,10
3520,3088,9
3523,2795,6
3524,694,9
3525,3229,8
3526,1751,8
3528,1682,9
3531,264,9
3532,1594,8
3533,196,7
3534,27,8
3536,1637,9
3538,934,10
3540,2581,8
3545,2167,10
3548,251,10
3549,228,7
3554,2476,6
3557,2476,8
3559,2795,5
3560,1005,5
3563,2210,7
3565,2927,8
3566,169,10
3567,426,8
3569,3297,10
3570,2001,10
3571,2167,10
3572,356,8
3575,3297,10
3576,93,7
3578,3841,7
3579,157,8
3580,2595,7
3581,965,8
3583,205,9
3587,433,6
3588,344,8
3590,1840,7
3594,356,3
3598,845,7
3604,2032,7
3606,2993,4
3610,2167,10
3616,95,7
3618,2963,9
3620,1157,7
3622,66,8
3624,287,8
3626,1723,8
3628,3375,7
3630,180,9
3634,2986,9
3636,2795,6
3640,317,9
3642,2369,8
3650,1,8
3660,32,10
3662,121,10
3664,777,10
3668,2923,10
3672,3229,8
3676,2032,8
3678,2970,6
3688,1141,2
3690,617,10
3698,2476,3
3704,2966,10
3706,1686,8
3708,1546,9
3710,121,10
3714,2581,8
3716,2476,5
3718,819,10
3720,1575,10
3734,2001,10
3744,75,9
3746,1731,7
3750,3457,7
3752,3470,7
3754,1589,8
3756,2602,10
3764,20,5
3774,2787,8
3776,1532,6
3778,1145,9
3786,1088,7
3790,1279,9
3794,2594,8
3796,2759,9
3798,2167,9
3804,264,9
3806,146,7
3820,777,10
3824,483,10
3830,2369,4
3832,320,8
3840,2986,8
3844,2966,9
3852,478,3
3856,1530,10
3858,1941,7
3860,3342,8
3862,19,4
3864,71,8
3866,2105,9
3870,1575,10
3872,4182,7
3874,1722,10
3878,167,8
3882,3420,9
3886,2248,8
3888,3231,8
3890,1555,6
3892,3841,8
3894,2993,7
3896,1887,9
3898,585,9
3904,1535,10
3908,297,7
3910,269,8
3912,1686,6
3914,63,8
3916,1889,7
3918,99,7
3920,860,7
3922,965,8
3924,286,8
3926,1699,5
3936,21,8
3944,585,9
3946,2967,2
3954,1486,9
3956,2966,9
3958,777,10
3960,2581,9
3962,276,9
3966,241,6
3968,487,7
3972,2927,9
3976,343,10
3980,1689,6
3992,53,10
3994,2034,10
3998,252,10
4000,173,10
4002,635,3
4004,1852,8
4008,269,10
4010,1535,9
4012,119,9
4014,3616,9
4018,121,10
4028,601,9
4030,743,6
4034,2581,8
4036,2026,9
4038,71,10
4040,1195,7
4042,3457,10
4044,2581,9
4046,387,10
4050,121,8
4056,2104,7
4064,617,10
4066,2104,10
4074,281,4
4075,61,5
4078,1222,10
4082,371,8
4083,1450,6
4089,1996,3
4094,658,8
4096,150,10
4099,2985,8
4101,2985,9
4102,1261,8
4103,3841,9
4106,358,9
4109,3588,10
4110,1034,9
4111,2953,7
4112,230,1
4114,3358,9
4115,3323,8
4117,1840,6
4118,789,1
4120,2418,10
4121,815,6
4122,2924,9
4123,1530,10
4129,6,9
4130,2595,7
4132,2985,9
4133,2025,9
4135,226,4
4136,866,8
4137,1887,1
4141,317,9
4142,1210,8
4143,2235,9
4145,1699,10
4147,1974,9
4148,44,10
4149,3535,6
4158,2001,9
4159,1735,6
4164,1640,8
4166,1192,8
4167,323,8
4168,2403,7
4169,344,7
4170,227,10
4171,174,1
4173,1965,8
4175,2001,10
4176,695,6
4180,3002,4
4185,552,7
4187,2354,4
4189,2356,5
4190,1065,10
4191,1799,4
4192,1800,4
4194,276,9
4195,135,9
4196,3002,7
4198,2963,9
4200,1575,8
4209,2001,8
4210,2795,6
4214,251,5
4216,3389,6
4217,27,8
4225,880,8
4226,19,8
4227,232,10
4228,2476,10
4230,323,9
4232,385,9
4233,2167,10
4234,2966,10
4235,230,6
4242,54,6
4244,2966,9
4247,3389,5
4249,298,9
4250,1887,10
4251,47,10
4253,2969,5
4254,2596,10
4255,2993,7
4257,3088,9
4259,53,10
4260,53,9
4261,889,9
4262,1519,9
4264,1582,10
4265,627,9
4266,696,7
4268,3299,10
4269,2167,10
4270,1694,5
4272,3389,6
4273,2032,5
4277,50,7
4280,101,8
4281,104,8
4283,1519,7
4284,1013,3
4285,60,5
4288,1535,10
4289,1195,3
4290,1840,3
4291,121,10
4292,430,10
4293,28,6
4294,2927,8
4295,1691,6
4299,237,8
4300,1818,8
4301,2924,10
4305,199,6
4310,2928,7
4311,2167,10
4312,3457,9
4314,2034,9
4315,2112,7
4317,2923,9
4320,130,3
4324,1696,7
4325,32,10
4326,148,9
4327,30,9
4330,2904,10
4332,26,9
4333,1516,7
4335,253,8
4337,2026,7
4338,3225,8
4339,1604,8
4342,20,10
4344,2963,9
4346,2904,9
4349,20,7
4350,907,7
4354,462,8
4355,2001,10
4356,3597,4
4357,2418,10
4358,2472,9
4359,467,6
4360,574,5
4363,2472,4
4364,1224,8
4365,243,7
4368,2468,7
4370,199,3
4371,935,8
4373,419,8
4374,853,8
4375,322,7
4377,269,9
4382,101,10
4385,2112,9
4387,934,2
4393,541,6
4394,2472,7
4396,1470,10
4399,1535,10
4402,1222,9
4408,2167,10
4411,239,10
4412,1051,7
4413,670,7
4414,853,9
4415,2001,10
4419,226,2
4420,1250,10
4421,143,7
4422,1728,9
4423,2924,10
4424,2291,7
4426,48,10
4427,2759,8
4428,3503,7
4433,1250,8
4436,20,7
4442,1587,8
4444,289,7
4445,481,10
4446,96,9
4449,350,9
4450,1575,10
4451,849,10
4466,3299,8
4469,1195,8
4470,3270,9
4471,178,8
4472,2966,6
4478,246,8
4482,2033,7
4484,1430,7
4486,850,8
4489,44,10
4494,855,7
4496,149,8
4497,2246,10
4500,777,3
4501,648,7
4502,773,8
4503,1815,9
4504,58,9
4506,1363,9
4509,934,9
4513,546,2
4515,1535,10
4519,1827,9
4520,3577,9
4521,2472,9
4523,942,7
4525,79,7
4536,2236,10
4537,2924,6
4540,2476,7
4541,3166,7
4548,3701,8
4549,2476,8
4550,226,9
4551,2418,9
4553,20,7
4554,481,9
4555,2472,7
4565,2569,7
4569,1555,8
4570,1887,8
4571,620,7
4572,2213,8
4573,1723,5
4574,50,9
4579,2159,9
4587,3297,10
4588,4182,9
4593,1726,5
4595,472,8
4599,1852,7
4607,153,6
4611,135,8
4613,121,10
4622,1140,9
4624,189,8
4625,20,10
4626,1692,9
4632,374,6
4633,934,9
4634,1889,6
4635,218,9
4636,1278,7
4638,1455,1
4639,206,8
4640,227,10
4641,223,8
4643,225,6
4647,3229,8
4652,2986,9
4653,2746,6
4656,1692,5
4657,2787,8
4666,4182,8
4667,31,5
4668,507,6
4669,341,7
4674,3701,9
4675,953,9
4678,2759,9
4679,317,10
4681,1889,10
4683,32,8
4685,685,4
4695,2759,7
4697,2986,7
4701,165,10
4702,30,8
4704,419,7
4705,356,10
4706,918,9
4710,129,10
4711,580,6
4713,3165,7
4716,417,2
4717,317,10
4719,269,8
4720,209,9
4721,3358,8
4722,306,9
4723,3229,8
4728,1,9
4729,1840,7
4731,934,10
4733,1387,7
4734,150,10
4741,228,7
4744,634,7
4747,1535,7
4748,226,6
4756,1887,10
4762,2216,9
4765,2795,5
4768,356,6
4780,121,10
4788,146,4
4794,1829,7
4795,1519,7
4797,66,9
4799,134,8
4801,2904,9
4804,1243,3
4805,627,9
4808,1281,7
4809,153,8
4815,1808,10
4816,2251,9
4819,20,9
4820,22,10
4821,2251,10
4826,3470,10
4828,102,9
4829,245,10
4831,4535,8
4832,1553,9
4834,227,9
4835,25,8
4836,587,9
4839,226,5
4840,1210,10
4844,1216,5
4849,1735,7
4850,125,4
4854,2236,9
4858,245,9
4860,2993,8
4862,941,8
4863,953,10
4864,2404,4
4865,2404,6
4870,837,6
4871,4355,6
4872,3503,7
4878,354,3
4881,2993,8
4885,901,7
4887,52,7
4889,158,8
4894,358,9
4895,3470,7
4897,2564,6
4898,3457,10
4903,60,3
4904,287,6
4908,2759,9
4909,59,9
4911,3225,9
4913,359,7
4914,1055,6
4915,2249,4
4916,1575,7
4918,1279,10
4922,721,9
4923,856,8
4925,2955,7
4926,202,10
4927,205,10
4929,145,10
4932,384,8
4933,22,10
4934,3549,3
4936,837,5
4937,16,9
4938,1906,3
4941,2030,8
4942,918,10
4943,2684,1
4944,1810,9
4947,531,10
4948,2759,8
4949,257,6
4950,556,3
4952,20,6
4953,932,8
4957,619,6
4959,3731,7
4960,1535,9
4963,417,8
4966,226,10
4969,997,8
4970,1239,8
4971,1240,8
4972,785,8
4973,996,10
4975,1221,7
4978,853,9
4981,3092,9
4987,975,8
4988,976,8
4991,150,8
4992,267,8
4994,388,8
4995,2596,7
4997,61,7
5002,1722,8
5003,2025,10
5007,710,9
5021,2156,10
5022,16,9
5023,45,10
5024,908,9
5032,177,7
5033,2418,9
5037,257,3
5038,3389,4
5040,126,9
5042,309,7
5046,144,8
5048,820,10
5051,144,7
5052,1530,8
5054,2164,9
5059,1,10
5061,863,6
5062,2476,8
5067,1575,9
5068,3627,8
5072,74,10
5077,228,7
5079,627,10
5082,4584,9
5084,3655,9
5088,1562,8
5094,2768,7
5097,1164,5
5100,1571,6
5102,174,8
5104,3572,4
5106,1535,10
5107,297,6
5115,325,8
5118,2001,10
5119,1185,7
5120,759,8
5121,2476,7
5122,855,8
5123,98,8
5126,2167,10
5127,22,10
5130,45,9
5131,578,10
5134,731,10
5137,2026,8
5138,1535,3
5139,1606,8
5140,585,10
5141,21,10
5142,3572,9
5146,411,7
5148,97,7
5151,856,8
5156,3230,8
5157,263,9
5158,3616,6
5159,1859,6
5162,877,10
5164,670,8
5166,4039,7
5167,3470,5
5168,484,9
5169,2963,9
5170,488,4
5171,859,10
5176,1818,10
5179,28,8
5181,356,10
5182,2904,8
5183,74,9
5188,2154,6
5190,162,4
5192,3328,8
5196,245,10
5197,1949,6
5200,801,10
5201,849,10
5202,384,5
5203,1887,9
5204,276,8
5205,3731,8
5207,949,10
5208,101,6
5209,66,4
5210,237,2
5211,2593,9
5213,3417,7
5216,1699,9
5217,2112,9
5220,2034,10
5222,1655,8
5224,431,10
5225,3588,9
5226,1691,8
5227,50,8
5229,704,7
5230,153,9
5233,19,9
5234,2167,10
5238,564,5
5244,356,9
5245,476,8
5247,1222,10
5248,877,9
5249,2993,6
5250,2795,8
5251,2002,8
5252,990,7
5253,3392,9
5254,2476,7
5257,3588,10
5258,2476,10
5262,1575,9
5265,1535,10
5266,2001,10
5267,1699,6
5268,2605,9
5272,2964,4
5279,45,9
5280,1887,6
5281,725,2
5282,1570,10
5283,202,9
5285,1530,10
5286,93,9
5287,317,9
5293,1217,9
5294,226,10
5301,57,8
5303,60,10
5306,298,9
5308,671,9
5314,3225,8
5315,1604,9
5316,243,8
5317,1691,7
5318,441,9
5319,440,9
5320,1195,9
5323,1840,8
5324,2985,9
5325,1579,9
5328,180,9
5329,2403,8
5331,1184,9
5332,226,10
5333,856,10
5335,2348,7
5336,2593,9
5337,996,10
5338,568,9
5339,71,9
5340,167,8
5341,769,9
5342,2333,7
5343,2962,8
5344,2969,3
5345,2153,4
5347,245,10
5350,1844,7
5351,550,7
5355,534,7
5357,535,9
5359,1840,5
5361,1418,9
5362,1943,8
5363,318,7
5364,379,8
5365,431,7
5366,2969,7
5367,490,8
5368,1140,8
5371,3091,6
5373,751,9
5374,610,7
5377,795,9
5381,2246,8
5382,1556,8
5389,1033,9
5390,317,7
5392,205,9
5393,298,6
5400,356,10
5401,2508,7
5402,2251,10
5411,1726,2
5412,2001,10
5414,495,9
5415,2057,3
5417,294,6
5420,528,8
5421,538,8
5423,3225,6
5424,199,8
5428,122,9
5429,877,9
5439,1735,3
5440,1591,7
5443,3363,3
5444,1132,9
5446,1830,10
5449,19,8
5453,440,9
5454,944,6
5455,3369,9
5458,195,8
5466,2034,10
5472,1474,6
5475,121,9
5483,196,6
5484,593,8
5488,2602,10
5493,2001,9
5497,2238,8
5499,1698,10
5500,820,10
5501,328,6
5507,291,8
5509,2216,3
5510,94,9
5512,50,6
5518,269,10
5520,2969,8
5522,2841,9
5524,801,9
5526,1094,9
5527,1571,5
5535,272,6
5539,389,9
5540,3655,9
5541,880,7
5544,2251,8
5545,2516,8
5546,94,6
5549,20,7
5550,1013,10
5552,3091,7
5553,2966,9
5554,147,1
5556,2001,10
5557,1815,9
5558,28,10
5560,1243,9
5561,1884,6
5566,2390,8
5567,1535,8
5568,376,6
5569,569,10
5570,425,10
5573,20,4
5574,210,2
5575,2746,5
5576,489,8
5581,2947,7
5582,982,7
5585,297,9
5588,20,7
5589,1198,8
5590,20,7
5591,877,10
5593,2926,8
5595,99,4
5596,93,8
5597,2926,5
5599,3231,7
5604,3001,8
5609,369,10
5617,379,1
5618,2130,5
5619,521,8
5621,2476,7
5622,2001,5
5623,226,9
5624,514,10
5627,356,7
5629,298,8
5630,50,9
5631,853,9
5634,147,10
5635,2418,9
5636,154,8
5639,3457,7
5641,384,7
5643,61,7
5647,1004,10
5652,257,3
5653,169,8
5654,1735,6
5655,225,4
5656,3230,4
5657,1535,10
5658,3358,3
5660,79,3
5664,329,10
5665,3407,8
5666,341,10
5667,48,10
5668,21,10
5669,20,10
5671,199,10
5673,298,8
5675,98,5
5679,257,7
5680,1818,10
5681,164,10
5682,2966,9
5683,2904,5
5685,16,1
5686,2001,10
5687,1222,10
5688,2367,8
5689,1889,10
5690,3230,7
5691,2032,6
5692,3358,10
5693,7,10
5694,3457,2
5695,92,10
5699,1397,8
5700,1089,10
5704,358,9
5705,1021,9
5707,759,8
5711,2993,9
5712,3358,9
5714,1059,10
5716,3358,10
5717,226,1
5718,204,6
5719,934,8
5720,2246,10
5721,120,9
5722,1535,9
5723,121,9
5724,1530,10
5726,383,7
5730,486,10
5733,147,10
5734,177,6
5735,964,3
5737,1575,10
5739,401,5
5740,1,10
5741,1016,6
5743,3358,7
5744,269,9
5745,3731,5
5746,1575,9
5748,156,10
5749,1034,9
5750,572,8
5751,1462,10
5752,6,9
5753,2251,10
5755,3503,3
5756,1884,5
5757,667,9
5758,5,9
5759,1,8
5760,206,7
5762,3358,9
5763,1498,9
5766,1535,10
5770,1397,8
5771,3230,8
5772,853,10
5783,73,8
5784,1808,8
5787,3420,9
5789,433,9
5794,788,5
5795,2236,7
5797,1530,10
5798,1956,7
5801,79,5
5803,2581,8
5804,1594,8
5805,20,7
5808,810,7
5809,998,10
5810,164,6
5817,60,9
5818,3342,9
5820,3363,9
5821,3230,8
5822,3230,7
5823,3503,8
5826,121,10
5828,777,10
5836,3503,7
5837,3457,10
5839,58,8
5840,291,10
5841,242,6
5843,356,9
5844,457,9
5848,3457,8
5854,584,10
5859,1852,9
5860,2025,9
5863,3731,9
5865,2034,9
5866,120,9
5870,1721,9
5874,322,9
5876,2746,8
5878,45,9
5880,849,10
5882,2942,7
5883,934,10
5884,2001,10
5885,3457,5
5888,1729,9
5893,3342,10
5895,2418,9
5896,1164,6
5897,4094,9
5901,2963,9
5903,877,8
5906,2167,10
5907,169,2
5908,2759,9
5909,2593,10
5912,4094,7
5915,387,7
5916,269,1
5918,170,9
5919,3537,2
5922,3363,4
5923,3627,8
5924,953,9
5927,2970,7
5928,79,9
5930,1025,8
5936,1543,9
5939,3503,2
5941,1865,9
5944,3457,6
5947,194,9
5948,2685,9
5949,1516,9
5951,1,10
5952,3588,6
5957,790,7
5958,2605,7
5959,3627,6
5962,2001,10
5963,807,7
5964,1721,7
5965,2993,6
5967,2251,10
5968,2978,7
5969,82,9
5978,177,9
5980,622,10
5984,3230,9
5986,84,6
5987,2751,10
5988,1535,8
5990,3627,9
5992,74,9
5995,395,9
5996,1943,5
5998,395,8
6002,790,6
6007,2001,10
6009,4094,8
6010,3419,9
6011,67,9
6013,1341,5
6014,3358,8
6016,1569,8
6022,890,10
6024,2926,9
6025,2476,7
6031,2993,8
6032,1469,7
6034,104,10
6035,58,9
6038,1887,1
6039,185,8
6041,2001,10
6047,909,9
6050,3655,4
6052,101,10
6053,150,10
6054,269,9
6055,93,9
6056,248,9
6057,1535,10
6058,1887,7
6060,2759,9
6061,43,10
6063,218,8
6064,1690,8
6065,2182,10
6070,1990,6
6071,2001,10
6072,1824,9
6074,59,10
6076,3503,8
6077,1218,6
6079,2164,10
6081,384,10
6089,2582,8
6091,237,8
6093,967,10
6094,2236,10
6095,3439,7
6097,245,10
6099,392,10
6100,3457,8
6101,3230,9
6102,180,2
6103,1691,1
6104,174,4
6105,2251,9
6107,134,10
6108,849,6
6110,121,9
6111,2476,8
6112,30,10
6114,3782,10
6115,30,10
6119,1575,9
6120,458,6
6122,1726,8
6124,934,10
6125,59,10
6127,1726,7
6128,267,10
6129,119,9
6130,2164,8
6131,125,8
6132,269,9
6133,4094,7
6134,126,8
6135,589,10
6136,694,9
6137,202,9
6138,61,10
6139,2167,10
6140,1172,8
6141,918,10
6143,2248,9
6144,854,4
6146,915,7
6148,3706,2
6150,1457,7
6151,2787,8
6157,527,8
6158,64,7
6159,65,8
6161,64,7
6166,415,9
6167,2001,9
6168,853,10
6169,3782,8
6176,4729,9
6179,1723,8
6181,1218,6
6184,145,8
6187,3613,7
6192,358,8
6194,249,8
6196,1198,6
6198,1735,7
6199,20,5
6200,2904,8
6201,469,9
6207,1454,9
6209,270,9
6210,1822,5
6211,3588,9
6214,3588,3
6216,28,8
6217,242,2
6218,1241,4
6219,563,6
6222,4262,9
6223,174,1
6225,1214,6
6226,2986,7
6227,4772,8
6229,2963,8
6231,1090,9
6232,1091,9
6233,1092,9
6234,3298,6
6235,2966,8
6236,3503,6
6238,1575,10
6239,2594,8
6240,2969,6
6244,152,8
6248,101,10
6250,1602,10
6255,19,9
6256,4483,8
6259,849,6
6261,2581,8
6263,291,7
6267,490,8
6268,204,5
6269,940,7
6270,290,10
6271,1535,10
6274,1086,7
6275,149,6
6276,782,7
6277,688,6
6279,356,9
6281,818,6
6282,790,10
6286,379,8
6288,266,5
6289,2167,7
6290,379,8
6291,962,8
6292,2942,7
6293,3358,9
6294,72,9
6295,889,10
6296,163,9
6297,3939,9
6299,2986,7
6301,568,8
6302,2923,10
6304,1735,7
6305,1575,7
6311,3731,10
6312,2595,8
6316,226,10
6319,1526,8
6323,2685,8
6324,687,9
6329,3627,8
6338,1023,9
6340,1723,9
6341,2904,10
6342,2004,10
6343,813,6
6344,597,7
6345,2147,7
6346,1557,4
6347,3572,6
6348,885,9
6349,282,6
6351,1887,8
6352,3318,6
6353,149,9
6356,76,8
6359,916,9
6360,1004,10
6363,565,10
6364,3655,9
6365,71,8
6366,245,10
6367,2404,8
6368,3588,10
6373,1607,6
6374,918,9
6376,4081,10
6378,934,9
6379,268,10
6381,477,10
6382,584,9
6383,345,8
6384,157,7
6385,147,9
6386,143,6
6387,1490,9
6388,134,9
6389,427,6
6391,1164,8
6392,168,6
6393,323,10
6394,167,8
6395,958,9
6396,120,7
6397,2926,10
6398,1535,6
6399,4039,8
6400,169,10
6402,1943,7
6403,3572,9
6404,2001,10
6405,88,5
6406,4059,8
6407,4059,9
6409,433,8
6410,1072,9
6411,2236,10
6413,4059,10
6415,587,10
6416,2002,10
6419,226,7
6423,2993,8
6424,226,0
6425,2026,10
6426,419,3
6431,2034,9
6432,861,8
6433,885,6
6434,934,10
6435,1718,9
6436,230,1
6440,3011,6
6442,3549,7
6443,1589,6
6444,1852,10
6451,486,10
6453,1824,8
6454,1825,7
6455,749,5
6457,2685,10
6458,1055,8
6459,2787,6
6460,1840,7
6461,2581,9
6463,3342,8
6466,437,9
6468,4059,8
6469,1956,6
6470,2409,8
6471,182,10
6472,1728,6
6473,30,7
6474,3503,6
6476,62,9
6481,1299,7
6482,1292,10
6483,3457,8
6484,441,9
6485,849,10
6486,1,10
6488,3091,8
6489,20,1
6491,877,10
6494,240,8
6495,1815,10
6497,1535,10
6499,2942,8
6501,447,3
6502,669,8
6503,2563,6
6504,731,8
6505,853,9
6506,149,10
6507,1822,10
6508,2787,7
6510,20,5
6511,269,10
6515,21,10
6516,1532,10
6518,934,10
6519,1824,9
6520,1398,9
6523,226,9
6528,2890,9
6529,1535,10
6530,2167,10
6531,1203,9
6534,3503,5
6535,2508,8
6536,4059,9
6539,145,9
6540,2563,8
6541,3092,10
6542,721,10
6543,263,9
6546,853,10
6547,3092,10
6550,908,8
6551,2236,9
6553,150,10
6555,1530,9
6556,150,9
6557,4059,10
6558,2236,10
6560,731,10
6561,3366,9
6562,1121,9
6563,101,9
6564,2001,10
6574,3783,9
6575,3470,9
6577,420,7
6578,3407,9
6579,60,8
6581,3588,10
6584,811,8
6585,159,5
6586,2001,9
6588,1271,1
6591,747,8
6592,19,9
6601,272,6
6602,2476,7
6605,228,6
6609,205,9
6610,1264,10
6612,440,10
6614,1042,2
6615,59,6
6618,1858,6
6619,1019,2
6620,124,3
6621,269,7
6625,509,5
6627,3086,8
6629,227,10
6636,3092,10
6638,303,6
6639,249,8
6643,2417,8
6646,2001,10
6650,949,7
6654,2993,5
6655,3366,7
6656,3359,4
6661,750,7
6662,1516,3
6663,1887,10
6664,28,9
6667,79,10
6669,3731,9
6672,1445,8
6673,1535,9
6674,45,10
6675,1375,9
6681,61,9
6686,3457,7
6687,2152,10
6688,147,10
6689,741,6
6690,226,9
6692,2411,7
6696,1484,8
6698,3358,6
6700,129,7
6701,2562,8
6704,1292,6
6705,934,10
6706,3456,7
6707,1535,10
6711,1575,10
6712,1062,9
6713,80,9
6717,2476,5
6718,2986,9
6719,50,8
6720,53,8
6723,4015,8
6724,1818,10
6725,874,9
6726,167,3
6727,2318,6
6728,2438,9
6729,634,10
6733,71,4
6735,287,10
6738,2985,10
6739,534,10
6740,268,10
6741,4672,9
6755,243,9
6756,3092,9
6758,223,8
6762,155,6
6764,145,7
6765,2986,10
6766,3092,10
6767,3359,8
6768,21,10
6769,974,8
6771,3089,9
6772,2759,2
6774,916,6
6775,94,6
6776,2581,9
6777,1200,10
6778,47,5
6780,873,10
6782,1371,9
6784,2924,8
6788,30,9
6790,1535,10
6791,323,9
6800,2904,10
6802,4021,7
6803,3457,8
6804,357,8
6806,237,10
6808,934,10
6809,966,8
6810,1140,10
6814,2581,3
6816,155,1
6817,45,9
6819,3358,9
6820,154,10
6825,92,8
6826,88,9
6827,888,8
6828,2200,9
6830,73,10
6835,343,6
6836,1604,10
6837,2685,10
6838,2476,9
6843,1535,10
6844,629,8
6846,670,8
6848,1699,5
6849,2966,10
6851,788,7
6852,877,10
6853,1292,5
6854,3358,5
6857,3614,7
6859,3668,6
6860,57,10
6861,68,9
6865,4437,7
6866,4081,7
6868,4081,8
6869,477,9
6870,2163,5
6872,93,2
6880,88,10
6881,432,9
6882,3656,9
6886,1918,7
6891,873,8
6892,2034,9
6893,2993,8
6894,133,5
6895,2622,4
6896,1542,8
6897,60,10
6898,236,5
6899,1103,3
6900,529,10
6901,1538,7
6902,2923,10
6904,3467,7
6906,1840,8
6907,255,8
6908,1210,9
6909,782,8
6910,226,10
6912,790,7
6915,4081,9
6918,2759,9
6923,3359,5
6926,596,9
6931,2333,10
6935,269,6
6941,3577,9
6942,2743,8
6943,97,9
6949,2970,7
6950,26,8
6951,385,9
6955,1462,10
6956,21,10
6958,3701,8
6959,2923,9
6960,793,9
6961,2971,7
6962,60,7
6963,1088,10
6964,45,9
6965,249,9
6967,600,2
6968,161,8
6969,695,1
6970,412,9
6971,3588,8
6972,400,10
6973,205,10
6974,1818,8
6975,405,3
6977,20,10
6978,1735,6
6982,22,9
6983,1787,8
6984,217,7
6985,3002,10
6988,101,6
6989,1535,10
6990,935,8
6991,2194,6
6992,2532,6
6993,384,9
6994,2136,8
6995,1575,10
6996,3166,5
6997,3613,8
6998,2904,10
6999,814,8
7000,933,7
7001,403,5
7002,1887,7
7003,624,4
7004,1793,7
7005,1546,5
7006,1728,2
7007,876,7
7014,2129,9
7015,320,8
7016,827,6
7022,2236,10
7024,2349,7
7025,208,10
7026,855,9
7029,2001,10
7030,33,9
7031,1025,8
7032,1535,6
7033,952,7
7034,1164,7
7037,3359,6
7039,3298,7
7040,228,5
7041,98,9
7043,3965,7
7046,1575,9
7047,479,8
7048,90,8
7054,2367,9
7056,724,7
7057,3092,10
7059,1840,8
7060,1195,7
7063,1575,9
7064,1535,10
7066,60,10
7069,721,10
7071,183,9
7072,889,8
7075,2476,3
7076,226,10
7080,1103,5
7082,2178,8
7088,44,10
7089,85,10
7100,1087,10
7101,230,1
7103,2251,8
7108,1575,10
7109,3299,10
7112,1569,9
7113,72,10
7114,1829,9
7116,337,4
7117,2418,8
7119,59,8
7120,1033,9
7128,4209,7
7130,634,7
7132,2167,10
7133,174,1
7135,317,5
7138,1543,9
7143,440,10
7144,889,9
7145,1887,6
7146,2130,7
7148,2993,7
7151,227,10
7152,1579,8
7153,337,3
7155,66,9
7159,340,9
7160,2251,8
7161,356,7
7164,19,7
7165,2787,8
7167,509,8
7168,1536,9
7177,1195,10
7178,2167,10
7180,3972,10
7181,59,9
7182,241,8
7183,478,6
7187,476,9
7189,855,6
7190,934,6
7191,849,9
7194,3457,9
7195,1104,6
7196,1535,10
7197,149,10
7198,270,10
7199,2418,9
7202,584,8
7205,2251,10
7206,3588,9
7208,1485,10
7209,21,10
7212,47,6
7213,816,5
7214,20,7
7215,63,8
7216,788,3
7217,226,10
7218,824,5
7219,940,6
7220,2524,7
7226,221,7
7227,1575,10
7229,2129,9
7230,356,10
7234,1140,7
7235,356,8
7244,98,10
7245,317,7
7248,270,9
7249,2476,7
7250,439,3
7251,388,9
7256,54,9
7258,1908,7
7264,1622,1
7265,853,9
7266,2605,7
7267,279,9
7270,1535,10
7271,151,8
7272,165,10
7273,2199,7
7274,2026,8
7275,265,9
7276,3467,7
7280,509,9
7284,877,9
7288,849,9
7293,1348,8
7294,2539,8
7295,1332,7
7298,2260,8
7299,89,8
7301,339,8
7303,813,9
7304,4357,6
7305,3250,5
7307,2370,8
7311,2104,8
7312,886,10
7313,174,2
7315,1536,8
7316,19,10
7317,329,10
7320,2964,8
7322,3953,5
7323,2034,10
7324,2167,10
7326,2144,3
7327,601,9
7330,339,10
7331,379,7
7332,26,8
7333,3004,5
7337,334,10
7339,57,9
7340,1793,4
7341,1689,4
7342,578,10
7343,134,9
7344,1824,5
7345,387,9
7346,934,10
7352,788,10
7353,3470,8
7355,1195,8
7357,102,8
7360,257,6
7361,2167,10
7363,1686,9
7368,1508,9
7370,3359,9
7372,4059,9
7374,600,1
7375,135,9
7379,1210,9
7380,227,9
7382,229,10
7384,3734,10
7386,2950,9
7387,3225,5
7388,1974,10
7391,916,8
7392,1699,10
7394,3588,9
7396,2025,6
7397,440,10
7398,2001,10
7401,658,9
7403,1840,9
7404,3086,6
7405,2167,10
7406,1,10
7407,1482,9
7409,66,9
7410,32,10
7411,5116,9
7413,270,7
7414,4151,5
7417,838,5
7423,157,7
7425,2349,4
7431,3342,9
7432,3614,9
7433,855,7
7434,849,8
7435,195,9
7436,392,10
7437,272,2
7438,1995,3
7440,1575,10
7444,109,7
7446,889,10
7448,1815,9
7451,3503,9
7452,72,7
7453,1632,7
7454,226,3
7455,943,5
7456,323,9
7457,21,10
7458,57,10
7462,970,7
7463,497,7
7466,57,7
7467,2494,6
7471,1619,7
7475,3731,8
7477,721,10
7487,3229,8
7488,909,7
7503,182,9
7511,157,2
7514,1732,7
7517,3091,4
7518,3948,7
7521,2508,7
7523,2402,10
7525,3673,8
7526,3230,6
7527,1604,10
7529,1735,3
7531,918,10
7533,4196,7
7534,2476,3
7535,3667,8
7536,2476,7
7537,45,10
7539,2923,10
7540,3092,10
7542,348,6
7543,73,10
7544,178,9
7547,863,8
7559,89,10
7560,849,5
7563,1889,5
7565,3009,10
7566,147,10
7568,57,8
7571,3420,8
7575,1559,3
7576,2001,10
7578,339,10
7579,263,9
7580,1069,10
7581,47,5
7582,1430,10
7583,2404,10
7584,934,10
7585,2993,8
7588,1705,2
7589,119,2
7590,901,4
