uid,anime_uid,Mean_score
193253,17729,9
193256,184,6
193257,11757,3
193259,226,9
193261,27775,7
193266,14227,7
193270,79,9
193271,19815,10
193273,28701,7
193277,28121,4
193278,24833,10
193279,27911,9
193280,18679,10
193281,28121,5
193282,4224,9
193283,2116,4
193288,223,10
193291,813,10
193293,47,10
193295,23673,7
193298,2001,9
193301,23311,8
193302,20141,5
193304,18679,9
193305,24439,6
193306,13691,10
193313,5040,6
193314,18679,10
193315,10793,7
193318,25729,10
193319,22199,9
193320,11757,10
193322,4901,6
193323,413,1
193324,19157,8
193325,11757,2
193328,22687,7
193330,11757,9
193334,150,9
193336,10793,9
193337,17895,8
193339,1,9
193340,5112,2
193341,1589,10
193342,2780,6
193344,11757,8
193345,22135,10
193346,2472,9
193347,2927,7
193348,6624,7
193349,28701,6
193353,28121,6
193356,22729,7
193357,3731,8
193358,28121,8
193359,27899,8
193360,11757,4
193361,28701,8
193362,4725,5
193363,26441,7
193366,934,3
193367,21,9
193369,13659,8
193373,578,7
193374,11759,8
193375,11887,9
193378,3588,9
193379,15809,9
193380,17265,10
193381,15605,2
193382,6,10
193383,21995,8
193386,8074,8
193387,28121,9
193388,25867,7
193389,9756,8
193392,28701,7
193393,1723,7
193395,26441,9
193399,17074,9
193400,28637,10
193401,22319,7
193402,27989,9
193406,13601,10
193410,27899,4
193411,18897,2
193414,23333,4
193415,350,9
193421,13601,10
193422,338,9
193423,877,7
193428,17549,10
193432,4896,8
193434,28121,8
193435,14813,8
193437,5365,10
193443,28791,9
193444,339,8
193445,3588,9
193446,14921,8
193449,133,10
193450,27989,6
193451,22199,7
193452,10464,8
193454,21603,10
193458,27775,10
193462,1800,4
193463,4081,10
193465,30,10
193466,11757,3
193467,11633,6
193468,226,7
193469,18679,3
193470,22199,4
193471,22199,9
193475,189,2
193481,1535,10
193485,7593,8
193488,7817,8
193489,1050,10
193494,27775,10
193499,20709,8
193501,5957,10
193504,6201,3
193512,28121,8
193514,27727,9
193515,28805,9
193517,1762,7
193521,4654,8
193522,13601,8
193524,9941,9
193526,10800,7
193529,23673,8
193531,20031,10
193533,5941,10
193534,2543,8
193535,2236,10
193537,23289,9
193542,2985,10
193544,19221,7
193545,1195,8
193546,24415,10
193547,724,8
193551,10793,10
193552,4181,10
193554,5114,10
193555,2001,9
193565,486,10
193566,23317,9
193568,226,8
193572,10588,10
193574,27787,9
193577,28121,7
193578,24703,9
193581,22297,9
193582,11617,6
193583,19,10
193584,23037,6
193585,19769,2
193587,10470,4
193591,877,10
193593,17729,7
193596,10161,8
193598,1840,7
193600,7785,9
193602,21273,7
193604,1535,9
193605,26,10
193610,6746,9
193611,13759,10
193612,16524,7
193616,2993,5
193617,21639,10
193618,2476,4
193619,25013,9
193620,25389,8
193627,5681,8
193628,245,10
193629,6880,3
193630,27775,6
193631,570,8
193635,11111,8
193636,21557,5
193638,21603,7
193642,10165,10
193643,23201,9
193644,28677,9
193651,17074,9
193654,10620,1
193655,26351,6
193656,16011,8
193657,2547,6
193659,1254,9
193661,23259,7
193664,23281,7
193667,10687,5
193668,2251,10
193672,10620,7
193673,877,10
193674,889,9
193679,19315,8
193680,12365,9
193682,28223,10
193683,9253,10
193684,12531,10
193685,23283,9
193686,30,10
193688,14199,3
193689,26351,5
193690,10620,10
193692,15037,9
193693,23775,8
193694,26351,6
193696,26351,4
193697,28223,4
193704,22319,6
193708,6594,3
193710,6484,5
193712,26351,4
193713,26351,9
193716,8516,9
193718,10464,8
193719,24833,7
193723,10165,8
193724,437,10
193725,26443,4
193726,26351,6
193728,22729,8
193737,21435,8
193738,27989,6
193739,9863,9
193744,21563,8
193750,28701,9
193751,18245,8
193754,28617,8
193759,28121,6
193760,21185,10
193762,25397,7
193764,836,8
193765,26351,6
193766,21,9
193767,202,7
193768,1023,8
193769,1968,7
193770,23283,10
193771,4063,4
193773,4224,9
193777,9330,8
193778,7897,10
193779,166,3
193780,27899,9
193784,28791,1
193786,9919,6
193787,16742,6
193788,14751,6
193789,855,9
193791,18857,5
193792,7054,10
193793,10396,7
193794,12413,7
193797,28223,10
193802,12059,6
193806,14751,9
193807,3927,8
193811,1969,8
193812,123,10
193813,1535,9
193814,392,8
193815,8726,10
193817,11981,5
193818,27775,10
193825,7711,8
193826,28981,2
193828,27899,2
193830,6956,8
193831,23289,8
193832,23281,4
193835,1943,9
193836,22789,10
193837,759,8
193838,1462,7
193839,27441,4
193840,9587,1
193841,1,10
193842,885,10
193843,269,9
193844,22319,10
193845,11757,5
193846,14345,8
193848,16592,8
193849,27441,6
193850,12355,9
193851,1583,6
193853,22819,7
193854,11111,7
193855,19,10
193857,13601,10
193860,11111,5
193862,227,10
193863,2390,6
193864,12189,7
193865,27655,4
193867,25859,7
193869,10165,8
193870,7261,6
193871,23283,8
193872,7711,8
193873,11757,8
193876,28701,5
193877,11757,2
193878,1575,10
193880,13535,9
193881,10568,10
193882,13601,9
193886,9756,10
193889,21507,9
193891,16870,1
193894,1604,10
193895,392,8
193897,22135,9
193899,1062,9
193903,1515,6
193904,28701,9
193906,13535,7
193907,226,5
193909,11757,5
193911,30382,4
193912,28701,9
193918,6736,6
193921,11597,10
193927,11757,8
193930,357,6
193931,23135,5
193933,26351,4
193937,4382,3
193940,18897,9
193945,25835,10
193946,16608,10
193952,6,10
193954,2169,1
193957,9926,9
193959,28617,8
193960,15061,9
193961,16067,10
193962,9253,10
193965,23289,10
193968,9919,8
193970,21511,6
193972,6392,4
193975,25013,8
193977,7662,10
193980,384,5
193984,19815,9
193986,22729,8
193987,12119,9
193988,15809,9
193989,17549,10
193990,12355,9
193991,15005,8
193992,9756,10
193994,4224,9
193995,19815,9
193998,19815,10
194000,22135,7
194001,13759,5
194003,25397,7
194004,22199,7
194005,2246,7
194006,4654,7
194007,9253,10
194008,22729,9
194009,22319,7
194010,15911,6
194011,269,9
194014,27787,5
194015,28929,2
194016,19315,1
194018,104,10
194023,949,7
194024,27,9
194025,4981,7
194026,3297,10
194027,413,2
194030,23283,10
194032,6880,6
194034,120,4
194035,26351,9
194040,21105,10
194041,23289,10
194043,269,5
194044,10681,5
194048,269,3
194053,552,4
194058,26351,8
194060,27775,9
194061,10620,10
194064,27787,8
194065,190,1
194066,21821,3
194070,9756,9
194072,10408,10
194075,22789,10
194079,18689,10
194082,18195,9
194083,19815,10
194084,14713,10
194086,30382,5
194087,18153,8
194091,48,4
194092,1571,7
194093,47,8
194094,7724,8
194096,30100,5
194098,16608,1
194099,6880,7
194101,4224,10
194102,3298,4
194105,25519,8
194106,9708,6
194108,7674,9
194109,9834,8
194114,11757,6
194115,4898,9
194116,18893,7
194117,101,7
194118,11757,6
194120,5114,10
194121,22101,9
194122,7724,6
194128,10620,8
194130,18115,10
194131,1195,3
194135,28221,7
194138,20853,8
194139,21507,3
194149,16035,10
194153,22199,8
194155,16870,10
194156,11981,10
194157,20021,5
194158,10793,10
194159,25519,2
194160,1107,6
194161,221,4
194164,9989,8
194169,624,7
194172,26055,9
194173,30382,3
194176,10196,10
194177,22199,8
194179,13405,1
194180,5681,7
194181,22199,8
194183,22147,8
194186,1575,10
194187,11285,7
194190,16904,6
194192,4087,9
194193,17513,5
194195,28701,1
194197,1604,4
194198,18689,5
194202,16472,9
194203,16870,5
194204,8426,9
194208,4224,8
194209,6880,3
194211,2321,7
194212,9756,9
194214,2251,9
194216,6114,6
194218,5114,7
194219,21,10
194220,17513,4
194221,384,8
194224,13331,6
194225,22199,7
194227,9989,10
194228,14751,7
194235,28223,6
194238,10808,5
194239,1030,9
194240,9760,10
194241,21881,10
194243,2236,10
194244,21647,10
194245,22319,10
194246,14345,9
194247,21939,10
194248,5681,10
194249,820,10
194251,23201,7
194252,15813,9
194255,14075,9
194257,10049,9
194260,4898,9
194262,6707,7
194267,30355,7
194272,8841,9
194276,1468,6
194277,464,9
194278,12355,10
194280,16472,8
194283,894,7
194285,416,10
194286,28677,10
194288,6205,3
194292,24833,9
194293,16822,1
194295,24273,5
194296,28817,7
194297,11757,8
194299,8425,10
194302,11981,10
194304,9756,10
194305,7705,8
194308,27899,5
194310,8142,8
194311,18893,7
194313,5680,2
194317,23269,6
194320,23281,9
194324,23283,8
194326,3785,2
194329,22199,6
194332,18679,8
194335,2476,1
194337,4752,8
194338,22729,7
194342,9756,8
194347,2251,9
194350,22319,7
194352,7662,8
194355,27775,6
194356,8142,8
194357,25939,8
194359,5681,10
194360,7058,8
194361,4224,8
194362,1455,4
194369,9253,10
194370,28121,6
194371,25833,7
194373,14075,9
194375,17643,9
194377,186,9
194378,12531,10
194380,9253,10
194383,14467,7
194385,20,5
194386,2183,6
194389,467,7
194390,18507,8
194395,6746,10
194398,16606,6
194399,2251,9
194400,9756,10
194402,19815,10
194405,21339,9
194407,23673,5
194408,27775,7
194409,28701,8
194419,14467,6
194420,237,8
194421,9989,10
194422,30,10
194432,147,2
194437,27775,10
194438,14467,8
194440,11433,10
194442,18277,7
194443,523,9
194449,27911,9
194451,24455,7
194452,585,9
194454,1698,8
194456,28701,5
194457,7079,4
194459,21,10
194460,21339,7
194466,21431,8
194467,20031,9
194469,6114,7
194470,2034,7
194471,855,8
194472,23289,8
194479,28121,3
194480,27899,9
194481,21339,9
194482,16700,8
194483,24455,9
194485,28617,9
194486,12149,9
194490,5420,9
194491,6591,10
194493,45,8
194495,25013,10
194496,326,9
194498,21339,7
194500,14345,9
194503,11757,10
194506,22199,10
194516,26351,6
194517,30702,7
194519,8937,6
194529,1580,5
194535,28221,8
194537,10620,8
194542,11111,9
194544,10620,9
194545,30,10
194551,3972,10
194552,15439,8
194553,16870,6
194562,23787,4
194564,25013,9
194575,11111,7
194578,27417,2
194581,20787,8
194584,21339,9
194588,14345,7
194590,6956,6
194591,21339,10
194592,22297,8
194593,21339,8
194596,14813,9
194598,235,10
194603,356,9
194605,14467,8
194608,11785,6
194612,10620,7
194614,1491,6
194615,1301,7
194617,25859,4
194621,2473,6
194623,19163,10
194624,15583,10
194626,7724,7
194628,15911,8
194630,10572,5
194631,6045,10
194638,5114,5
194639,27787,7
194640,889,10
194644,12445,10
194645,552,10
194646,3588,5
194648,9863,7
194655,3152,6
194656,19775,5
194657,853,8
194659,28817,9
194661,25859,7
194662,28221,9
194665,11111,7
194666,24415,9
194669,4224,9
194678,21339,8
194682,18001,4
194693,11843,9
194697,14813,9
194698,19315,3
194699,4282,6
194702,487,6
194703,1818,7
194706,9756,9
194707,14513,9
194709,10719,9
194711,21339,8
194713,27899,5
194714,18897,8
194721,11757,1
194723,25013,10
194726,20,9
194728,30547,8
194729,2772,7
194730,11757,7
194733,9919,9
194734,22199,9
194735,2025,6
194736,19429,8
194738,7337,8
194739,25397,3
194740,5420,10
194743,996,5
194745,58,5
194747,11757,5
194748,30384,8
194749,8795,7
194751,16742,9
194752,2167,9
194754,1657,1
194755,29067,5
194757,431,10
194759,22687,8
194760,19365,9
194761,5835,9
194766,17637,3
194773,18247,3
194775,8630,6
194777,16067,9
194779,9756,10
194788,25397,3
194789,2903,6
194793,21339,7
194794,21339,2
194795,24415,9
194796,338,9
194797,80,9
194806,27989,9
194815,1435,5
194817,29,6
194819,15611,9
194820,27989,6
194824,23309,1
194825,11933,9
194827,10491,6
194830,7588,8
194831,23281,7
194832,12355,8
194833,28121,7
194834,10396,9
194835,21843,9
194836,10793,7
194837,2993,2
194842,3784,7
194843,17777,2
194845,27899,8
194846,21339,9
194848,2777,2
194849,11111,5
194851,1107,2
194853,27727,10
194855,21,8
194856,1,10
194857,16870,10
194858,26,5
194859,19221,7
194862,19815,8
194867,23289,9
194870,26351,5
194871,14811,9
194873,2904,10
194874,11617,9
194875,9009,6
194876,731,8
194877,29163,8
194878,5081,8
194880,1657,7
194881,10719,2
194890,10793,4
194891,23311,9
194892,27787,7
194893,23283,9
194896,28121,6
194897,25157,5
194899,6444,9
194905,801,7
194906,26243,6
194908,269,10
194910,6637,10
194912,24833,10
194913,23317,3
194914,11741,4
194916,21647,8
194920,10620,7
194921,25649,8
194922,15085,9
194924,3457,10
194925,10620,8
194927,4224,9
194932,21353,2
194939,6746,8
194940,27787,6
194941,6213,9
194946,27787,5
194961,14751,2
194962,5081,9
194965,18679,6
194966,20583,10
194967,25731,9
194968,759,8
194970,21435,9
194972,2476,2
194973,12477,7
194979,21,8
194981,1535,10
194983,457,7
194985,356,6
194988,25159,9
194995,6166,4
194996,16904,8
194999,2756,6
195000,28121,8
195001,8425,7
195002,21603,10
195003,486,10
195009,11617,10
195011,7337,3
195012,18095,6
195015,1,10
195016,1889,10
195017,6746,10
195019,12355,8
195022,15605,9
195024,3927,8
195025,18153,8
195026,16662,8
195027,11757,2
195030,11933,8
195033,25013,9
195035,918,10
195036,9515,1
195041,4866,2
195043,66,8
195045,25,8
195048,15809,9
195052,6324,6
195053,23233,6
195058,10163,9
195060,17827,8
195062,18507,7
195063,24703,8
195064,263,9
195065,19429,3
195066,7674,7
195068,27899,3
195070,5909,10
195071,30382,9
195072,6675,8
195073,30,10
195074,15037,9
195076,21033,6
195080,13601,9
195083,5114,10
195085,7590,5
195089,22225,5
195091,8425,8
195094,2351,10
195095,3385,10
195096,14813,9
195100,26351,7
195101,10721,4
195105,7817,7
195106,28511,5
195110,19815,3
195112,22663,6
195114,16592,5
195115,21925,10
195117,199,10
195121,3829,8
195122,4081,10
195130,9756,7
195132,15225,6
195136,122,10
195139,21809,7
195140,13659,10
195144,13535,7
195146,57,10
195148,379,10
195153,10396,8
195154,18677,6
195155,6880,10
195159,27775,10
195161,13391,8
195162,4999,6
195166,17513,1
195168,5114,10
195170,1726,7
195171,8795,8
195173,25389,6
195175,12467,8
195176,9756,9
195178,356,7
195179,16910,7
195180,22535,7
195182,28121,9
195187,11757,7
195189,3785,6
195192,25389,8
195194,12189,10
195200,25389,5
195204,306,5
195205,9253,10
195219,1292,7
195220,18507,7
195221,28223,9
195226,13759,9
195228,1535,8
195231,4744,4
195234,28223,9
195236,8074,8
195237,18119,8
195241,10620,9
195242,6166,6
195249,3229,7
195250,22199,8
195252,9919,8
195254,18115,9
195255,1575,9
195259,19315,9
195260,10213,6
195265,25389,4
195266,28297,4
195267,5081,10
195268,10110,7
195270,7148,6
195272,23269,10
195276,22729,1
195277,25389,7
195278,25389,9
195282,182,8
195283,28617,4
195287,210,8
195288,15199,8
195291,437,10
195292,11757,5
195297,225,3
195299,170,3
195300,18753,5
195301,2025,9
195303,269,10
195304,21339,8
195306,23283,10
195307,1575,9
195308,17513,6
195309,10087,8
195310,18153,9
195312,21507,3
195313,23283,8
195317,5155,6
195318,14813,6
195319,2385,7
195320,2001,9
195326,5341,4
195329,25389,9
195332,27775,9
195334,25013,10
195338,17895,6
195339,1535,9
195341,1,9
195344,13759,9
195345,269,9
195346,13535,8
195347,10611,5
195348,11757,9
195349,21,10
195351,13601,8
195352,143,9
195353,670,7
195354,19151,5
195356,16664,10
195357,16419,6
195358,3731,8
195359,14749,6
195361,14227,8
195371,5525,8
195373,22199,3
195374,10408,10
195376,22319,8
195377,26243,6
195379,10417,8
195382,24833,9
195383,10793,5
195384,170,8
195386,22199,7
195388,27787,7
195390,889,9
195395,18897,9
195397,25013,8
195398,7593,7
195400,2476,3
195401,1,10
195404,25161,9
195405,29163,8
195408,22297,9
195410,121,7
195412,5081,9
195415,1210,8
195420,11617,9
195421,5300,7
195422,589,8
195423,20031,8
195425,16742,9
195430,6201,5
195432,7769,7
195436,7088,6
195438,934,10
195439,18897,6
195440,19369,7
195441,6512,7
195442,10578,6
195444,878,9
195446,227,10
195447,11757,9
195449,1195,7
195452,1840,7
195453,17895,9
195456,11319,7
195457,13367,6
195461,9756,10
195462,237,2
195463,30694,8
195469,2346,4
195470,1735,9
195475,13333,7
195476,8475,7
195479,2251,9
195483,23311,8
195485,15809,10
195488,15809,9
195492,27727,9
195493,3088,8
195497,6594,10
195499,2194,10
195500,1138,8
195501,2476,10
195507,11111,8
195508,7724,10
195509,27787,8
195515,11241,8
195529,16011,9
195530,20977,8
195536,5941,9
195537,28405,6
195540,849,7
195541,5081,9
195542,11933,8
195544,877,10
195545,249,8
195546,9618,4
195548,15809,8
195549,6553,5
195552,17919,8
195553,14833,7
195554,12471,1
195559,269,9
195560,13655,7
195561,46,3
195573,2025,7
195574,11759,9
195577,10087,10
195579,20583,10
195582,11887,10
195583,57,9
195586,1281,7
195590,28617,5
195592,5205,10
195594,30,5
195595,1469,6
195597,10495,9
195600,2390,7
195602,66,8
195603,13601,10
195605,2476,2
195608,25389,6
195609,27775,9
195612,2204,6
195614,10408,9
195615,16011,9
195616,14293,4
195617,14345,7
195619,8100,7
195620,12029,7
195622,11981,4
195623,15051,6
195624,24833,6
195625,413,1
195626,17265,9
195627,22199,6
195630,28957,10
195631,3323,7
195635,2962,3
195637,1535,7
195638,1138,10
195639,25835,10
195640,15315,8
195642,9922,8
195647,6573,7
195648,9989,1
195652,21327,9
195655,6758,6
195656,18677,2
195657,7338,7
195659,4182,7
195660,8100,9
195661,239,9
195663,5681,4
195665,22729,7
195667,1723,5
195669,25013,7
195670,25389,8
195673,14751,7
195674,23151,8
195675,764,8
195676,25159,7
195678,1535,9
195680,1816,6
195683,28677,5
195684,19,4
195685,1210,10
195686,19315,3
195687,3287,1
195688,413,1
195689,4943,7
195691,12293,8
195692,121,10
195695,8074,8
195696,13405,1
195697,21507,7
195700,1887,9
195701,4224,8
195704,1110,9
195705,13601,9
195706,433,7
195707,2167,10
195708,1735,8
195713,17513,8
195714,820,10
195715,33,10
195716,11757,2
195717,7817,6
195719,21105,10
195720,22319,6
195721,15085,8
195726,11757,4
195727,918,10
195730,1818,6
195732,1246,5
195734,11111,4
195738,8074,6
195740,11111,4
195741,22359,9
195743,5356,5
195744,227,8
195746,8086,9
195748,7724,9
195752,2001,10
195753,205,10
195754,237,8
195755,18195,9
195757,10793,9
195759,147,8
195761,11757,8
195763,19365,5
195766,16067,9
195767,21677,8
195768,10163,8
195769,5081,8
195771,2034,10
195774,226,9
195776,22199,10
195777,17513,5
195778,23309,7
195779,11827,10
195785,6033,10
195786,7724,9
195788,1575,9
195789,2904,6
195790,11013,8
195791,6880,6
195792,1535,10
195794,9656,10
195795,16870,10
195799,25013,10
195803,237,10
195809,17879,5
195811,14813,8
195812,24455,7
195815,27441,8
195817,10218,8
195818,12113,8
195819,12115,8
195824,6392,6
195826,20031,9
195827,59,7
195829,877,9
195831,17513,3
195839,10620,5
195840,8426,9
195844,19919,8
195849,24703,7
195852,384,4
195859,23985,7
195860,6635,3
195865,20033,7
195866,514,5
195867,22199,7
195869,3574,3
195871,27775,7
195876,1651,6
195879,5114,7
195882,10793,6
195885,323,8
195886,13601,9
195888,11757,3
195890,218,7
195891,13759,10
195893,20785,7
195894,2404,6
195898,11887,9
195900,2001,7
195901,6746,10
195903,8408,9
195909,918,10
195911,9253,10
195914,8074,10
195916,4898,10
195918,14513,8
195921,21431,3
195926,603,10
195927,94,2
195928,23199,9
195931,77,9
195932,14345,8
195933,587,10
195934,20517,8
195936,11111,8
195937,20787,7
195938,10620,8
195939,395,7
195944,27787,5
195950,16870,7
195951,1454,8
195953,14345,7
195957,21353,7
195958,15037,9
195961,10711,7
195966,9760,8
195970,16870,7
195971,30694,4
195972,80,9
195974,19023,9
195975,1571,10
195977,15583,7
195981,30694,6
195982,25731,6
195985,21339,6
195986,2025,6
195989,10397,9
195990,1535,9
195993,21995,9
195994,29163,8
195997,8655,10
195998,17895,10
195999,11111,4
196000,9253,10
196006,6919,8
196009,14379,10
196015,853,10
196018,25731,5
196022,18857,4
196034,22199,9
196037,14813,8
196044,14967,6
196045,387,4
196053,11843,8
196055,27775,8
196058,28223,9
196061,18679,8
196062,21659,6
196063,6880,9
196064,25389,7
196066,18893,6
196070,23283,10
196073,2216,8
196074,30056,8
196084,13367,8
196085,11757,7
196086,28701,5
196087,19367,5
196088,11757,3
196090,22729,4
196092,1430,9
196096,795,7
196098,22729,5
196099,8197,8
196100,27967,1
196101,9253,9
196102,777,3
196103,28223,9
196109,10620,10
196110,25389,9
196115,10793,5
196116,17513,6
196119,1855,3
196120,28791,7
196121,16512,3
196122,121,10
196126,22297,6
196129,27441,6
196133,14345,7
196137,339,9
196138,9513,7
196140,4087,9
196142,2251,10
196143,10110,8
196149,329,10
196151,10711,8
196153,8074,7
196154,1560,3
196156,1535,10
196160,10357,4
196161,23421,9
196162,329,10
196165,21881,8
196169,1604,3
196175,19489,3
196178,584,7
196180,11759,9
196181,433,9
196182,13391,6
196183,8426,8
196185,23341,10
196186,27775,9
196192,17741,5
196193,207,6
196194,1210,9
196195,2251,10
196196,9342,4
196197,21327,4
196202,21437,9
196204,170,9
196206,339,9
196207,19151,3
196209,16035,7
196214,849,6
196215,21603,5
196216,15809,7
196218,3731,4
196221,7817,6
196224,1198,6
196228,6122,8
196229,27775,7
196231,1816,6
196232,9919,6
196236,22101,9
196237,9989,10
196240,23283,10
196243,17637,7
196244,4224,6
196248,28069,5
196250,25835,8
196251,6645,8
196253,9055,5
196258,27775,6
196263,853,10
196267,23725,9
196270,26243,8
196273,741,7
196275,11111,9
196276,10165,10
196277,19815,9
196281,21339,5
196282,320,6
196284,22199,8
196286,30859,2
196287,19775,5
196288,23063,1
196289,13659,6
196295,14131,8
196296,11785,4
196297,24833,10
196303,5835,8
196313,17513,5
196314,4181,9
196316,16742,7
196318,28223,10
196323,877,10
196324,27899,3
196325,10321,9
196326,1536,8
196328,4224,9
196332,877,9
196333,28223,9
196335,5,9
196336,17513,1
196337,851,10
196340,3002,9
196341,21843,10
196342,13759,9
196344,16662,7
196345,18195,10
196346,338,7
196348,23277,8
196350,26165,10
196354,25013,9
196358,20047,10
196360,58,9
196362,28121,9
196382,3667,8
196383,10793,5
196384,26351,7
196388,3569,3
196393,23277,2
196395,866,3
196397,20583,7
196398,6746,9
196403,855,9
196405,25283,4
196406,2593,8
196408,24833,8
196410,4087,9
196412,9379,7
196414,358,4
196415,5114,10
196416,7661,9
196418,16608,10
196420,1195,5
196421,165,9
196426,10165,1
196427,22729,8
196428,3785,9
196432,24893,8
196433,8074,8
196434,11617,10
196437,21105,10
196439,25429,8
196440,22319,7
196441,9253,9
196442,4224,9
196445,2993,10
196447,20929,10
196448,19815,8
196456,245,9
196458,2213,8
196459,12729,5
196460,1509,6
196465,22319,7
196468,3782,8
196472,777,7
196473,18153,10
196476,9041,7
196478,33,7
196479,2962,6
196483,5507,5
196485,21729,8
196486,11739,9
196488,8934,7
196491,2167,8
196493,3913,6
196495,8861,8
196497,19221,7
196498,578,10
196499,28223,10
196500,18679,9
196503,7363,10
196509,17265,2
196510,5114,10
196511,6205,6
196512,430,8
196513,1535,7
196518,1735,1
196520,23605,9
196521,33,10
196526,22687,8
196527,136,10
196529,9989,9
196537,8934,8
196540,9253,10
196542,12711,7
196543,9926,10
196544,269,7
196546,22319,9
196547,15051,7
196548,22319,2
196549,23991,9
196550,24439,9
196551,21829,2
196552,28121,9
196553,3783,8
196555,13759,7
196559,838,3
196561,1575,10
196562,9135,8
196566,26055,9
196571,110,8
196572,10218,8
196576,21881,1
196577,624,1
196581,227,8
196583,10719,7
196585,930,5
196587,7724,5
196589,19,10
196593,10087,10
196594,11741,10
196595,28999,9
196596,29017,8
196598,9890,7
196606,6045,8
196609,9989,9
196611,20159,9
196613,8861,7
196614,11111,6
196615,44,10
196616,2476,4
196618,9989,9
196620,4282,10
196621,25835,7
196623,7785,10
196624,150,7
196625,19815,6
196630,14075,10
196631,4181,5
196632,23133,8
196635,226,10
196636,1195,6
196637,2793,8
196641,28981,5
196642,8425,8
196643,19291,8
196645,16592,4
196646,24855,8
196649,8795,7
196652,10620,8
196653,5114,10
196654,10321,8
196655,9736,5
196659,19815,9
196660,7724,9
196663,17513,3
196664,11771,7
196666,15225,8
196668,121,9
196672,10165,10
196673,9253,10
196675,22199,2
196676,3087,5
196677,2025,10
196684,28701,7
196687,5204,7
196689,3944,3
196690,21105,10
196693,6895,9
196694,16157,6
196697,16592,3
196698,20479,6
196699,9253,9
196700,14751,6
196701,21407,7
196712,10620,3
196713,22135,9
196714,268,9
196716,389,8
196717,15037,6
196719,13161,7
196720,4181,8
196722,13759,10
196724,13759,8
196725,12355,8
196726,1840,7
196727,26165,10
196736,16067,10
196739,11111,8
196740,819,5
196741,19151,6
196742,2167,7
196745,6746,8
196746,5277,9
196747,4898,8
196750,26165,3
196753,4063,9
196759,6880,3
196765,25431,3
196769,14513,8
196772,7705,5
196773,430,7
196774,17513,6
196775,15315,8
196780,1565,9
196781,1293,7
196784,350,9
196788,2966,7
196791,10719,8
196792,877,10
196795,28223,9
196796,22319,4
196798,2104,7
196799,1175,7
196801,11757,9
196810,14921,5
196811,392,5
196812,23309,1
196814,24833,7
196816,3002,10
196818,28121,10
196820,1210,10
196821,17549,9
196822,2251,3
196824,9890,8
196827,57,9
196828,20583,10
196830,22199,3
196832,17513,1
196842,9253,9
196843,4181,1
196847,26351,7
196848,601,7
196851,31289,8
196855,1535,9
196856,5205,9
196857,413,1
196860,2251,8
196862,31289,6
196864,21881,4
196865,1033,8
196867,1686,10
196869,28957,9
196871,24833,8
196875,101,5
196877,8769,8
196882,3069,8
196883,2167,10
196886,6954,7
196888,14123,10
196889,1,10
196891,877,9
196892,7724,7
196893,1639,1
196896,16742,6
196897,13759,10
196898,22135,9
196899,8525,9
196901,17513,8
196902,31289,8
196907,1703,5
196912,1887,8
196913,28701,7
196914,7817,9
196915,5114,10
196916,1292,8
196920,26243,7
196926,2251,8
196927,6893,8
196929,823,10
196931,16610,2
196933,57,9
196934,227,10
196935,30,9
196936,11285,9
196938,2476,4
196940,13161,9
196941,11757,8
196943,15583,9
196948,18229,10
196953,339,7
196956,2476,5
196957,28929,5
196958,1652,5
196959,790,7
196960,24231,8
196962,14467,9
196963,1210,9
196964,1535,9
196965,20965,8
196969,30,10
196970,19815,9
196973,11757,9
196974,18245,9
196975,28121,10
196976,1535,10
196978,4214,7
196984,7748,8
196988,21,6
196991,25835,9
196992,1107,7
196993,323,8
196994,1735,6
196996,22199,1
196998,10793,10
197000,3701,8
197002,11757,4
197013,226,8
197015,3960,5
197019,16067,9
197024,2001,10
197025,31289,7
197029,527,3
197031,2953,5
197033,387,10
197036,33,8
197037,24439,9
197038,22273,8
197039,9201,6
197040,19671,9
197042,28121,6
197043,6694,4
197046,25567,7
197049,1324,5
197050,9587,7
197051,21845,8
197052,16035,7
197053,5081,9
197054,22319,4
197055,20543,9
197059,5177,8
197060,28121,6
197067,9919,5
197068,1221,6
197069,25389,8
197071,4896,1
197079,24455,5
197082,12403,9
197083,11135,10
197090,6594,10
197091,28223,9
197092,2251,10
197095,21995,10
197096,22319,7
197097,20583,10
197099,8074,7
197104,22,4
197106,2946,7
197107,18245,9
197109,6547,2
197110,28979,8
197116,5114,10
197118,10620,3
197120,294,3
197122,226,8
197124,27775,7
197125,918,7
197126,3074,10
197127,12531,8
197131,27899,6
197135,12355,9
197137,269,9
197138,9756,10
197140,28223,10
197143,849,10
197144,539,9
197145,1146,8
197146,20057,6
197147,10620,6
197148,11597,8
197149,22199,8
197151,22789,9
197152,4713,3
197154,25781,10
197158,15809,7
197160,21339,8
197161,22835,4
197164,28511,5
197165,8577,4
197168,31138,6
197169,3297,10
197170,28223,8
197171,47,10
197172,1943,9
197173,5084,10
197174,21557,10
197175,2848,8
197176,8142,10
197177,468,7
197178,759,9
197181,21,9
197184,2476,6
197185,2357,7
197186,14345,7
197189,2349,9
197190,22135,8
197194,2204,8
197195,17513,2
197196,15037,4
197198,22199,4
197199,239,8
197200,21185,9
197205,25159,7
197209,7647,8
197213,30,10
197214,20159,6
197218,2924,9
197219,19815,10
197220,14397,6
197228,2001,10
197232,23079,7
197233,482,10
197236,23283,9
197240,1302,7
197242,790,10
